evidence_id,classification,reason,event_date,contribution_period,Krankenkasse,amount_paid,amount_outstanding,source_file,source_snippet,confidence
SI-390JS-5935-26-00726,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-04-12,,BKK,,,00_INBOX - Входящи - Eingang/Accounting/awbonusfoodbonus032024/10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00727,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-04-12,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00728,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-04-12,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1__copy4.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00729,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-04-12,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00734,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-04-12,,KKH,,,00_INBOX - Входящи - Eingang/Accounting/awbonusfoodbonus032024/10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00735,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-04-12,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00736,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-04-12,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1__copy4.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00737,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-04-12,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00746,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-04-30,2024-04,AOK,,,"00_INBOX - Входящи - Eingang/Accounting/accountings032024/41683 - Rechnung 240393_2024 vom 30.04.2024, Aufträge 31_24, 32_24, 33_24, 34_24, 98_24, Mandant 42303.pdf","tung von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN März/2024 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN März/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN März/2024 1 25,00 EUR Arbeitsbescheinigung nach §312 SGB III (Milanov) 25,00 EUR AN März/2024 Seite 1 Übertrag 1.486,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240393 Rechnungsjahr: 2024 Übertrag 1.486,20 E",MEDIUM
SI-390JS-5935-26-00747,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-04-30,2024-04,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/41683 - Rechnung 240393_2024 vom 30.04.2024, Aufträge 31_24, 32_24, 33_24, 34_24, 98_24, Mandant 42303.pdf","tung von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN März/2024 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN März/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN März/2024 1 25,00 EUR Arbeitsbescheinigung nach §312 SGB III (Milanov) 25,00 EUR AN März/2024 Seite 1 Übertrag 1.486,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240393 Rechnungsjahr: 2024 Übertrag 1.486,20 E",MEDIUM
SI-390JS-5935-26-00748,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-04-30,2024-04,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/41683 - Rechnung 240393_2024 vom 30.04.2024, Aufträge 31_24, 32_24, 33_24, 34_24, 98_24, Mandant 42303.pdf","tung von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN März/2024 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN März/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN März/2024 1 25,00 EUR Arbeitsbescheinigung nach §312 SGB III (Milanov) 25,00 EUR AN März/2024 Seite 1 Übertrag 1.486,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240393 Rechnungsjahr: 2024 Übertrag 1.486,20 E",MEDIUM
SI-390JS-5935-26-00749,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-04-30,2024-04,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/41683 - Rechnung 240393_2024 vom 30.04.2024, Aufträge 31_24, 32_24, 33_24, 34_24, 98_24, Mandant 42303__copy2.pdf","tung von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN März/2024 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN März/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN März/2024 1 25,00 EUR Arbeitsbescheinigung nach §312 SGB III (Milanov) 25,00 EUR AN März/2024 Seite 1 Übertrag 1.486,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240393 Rechnungsjahr: 2024 Übertrag 1.486,20 E",MEDIUM
SI-390JS-5935-26-00756,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-07,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting/Test Pay ROll.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00757,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-07,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Test Pay ROll.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00758,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-07,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Test Pay ROll__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00759,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-07,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/Test Pay ROll.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00760,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-07,,BKK,,,00_INBOX - Входящи - Eingang/Accounting/Test Pay ROll.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00761,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-07,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Test Pay ROll.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00762,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-07,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Test Pay ROll__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00763,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-07,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/Test Pay ROll.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00764,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-07,,KKH,,,00_INBOX - Входящи - Eingang/Accounting/Test Pay ROll.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00765,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-07,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Test Pay ROll.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00766,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-07,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Test Pay ROll__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00767,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-07,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/Test Pay ROll.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00768,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,2024-04,AOK,,,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 04-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im April 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.842,60 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00769,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,2024-04,AOK,,,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(2)2/Lohnauswertungen.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im April 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.842,60 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00770,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-08,2024-04,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im April 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.842,60 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00771,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,2024-04,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2024__copy2.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im April 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.842,60 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00772,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,2024-04,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 04-2024__copy3.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im April 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.842,60 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00773,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,2024-04,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy23.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im April 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.842,60 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00774,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,2024-04,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy41.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im April 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.842,60 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00775,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,2024-04,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy5.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im April 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.842,60 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00796,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting/awbonuses042024/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00797,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-08,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00798,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00799,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-08,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
